genre,title,text,nouns,adjectives,verbs
tragedy,romeo_juliet,"JULIET.
Yond light is not daylight, I know it, I.
It is some meteor that the sun exhales
To be to thee this night a torchbearer
And light thee on thy way to Mantua.
Therefore stay yet, thou need’st not to be gone.",light daylight meteor sun thee night torchbearer thee way,light,know exhale stay go
tragedy,romeo_juliet,"ROMEO.
Let me be ta’en, let me be put to death,
I am content, so thou wilt have it so.
I’ll say yon grey is not the morning’s eye,
’Tis but the pale reflex of Cynthia’s brow.
Nor that is not the lark whose notes do beat
The vaulty heaven so high above our heads.
I have more care to stay than will to go.
Come, death, and welcome. Juliet wills it so.
How is’t, my soul? Let’s talk. It is not day.",ROMEO ta’en death content morning eye reflex brow lark note vaulty heaven head care death soul day,pale more,let let put say beat stay go come will let talk
tragedy,romeo_juliet,"JULIET.
It is, it is! Hie hence, be gone, away.
It is the lark that sings so out of tune,
Straining harsh discords and unpleasing sharps.
Some say the lark makes sweet division;
This doth not so, for she divideth us.
Some say the lark and loathed toad change eyes.
O, now I would they had chang’d voices too,
Since arm from arm that voice doth us affray,
Hunting thee hence with hunt’s-up to the day.
O now be gone, more light and light it grows.",juliet hie lark tune discord sharps lark division doth lark toad change eye chang’d voice arm arm voice hunt’s up day light light,harsh unpleasing sweet,go sing strain say make divideth say loathe doth hunt go grow
tragedy,romeo_juliet,"ROMEO.
More light and light, more dark and dark our woes.",ROMEO light woe,More light dark,dark
tragedy,romeo_juliet,"NURSE.
Your lady mother is coming to your chamber.
The day is broke, be wary, look about.",lady mother chamber day,wary,come break look
tragedy,romeo_juliet,"JULIET.
Art thou gone so? Love, lord, ay husband, friend,
I must hear from thee every day in the hour,
For in a minute there are many days.
O, by this count I shall be much in years
Ere I again behold my Romeo.",juliet art thou husband friend day hour minute day count year Romeo,many,go hear behold
tragedy,romeo_juliet,"JULIET.
O thinkest thou we shall ever meet again?",juliet thou,think,meet
tragedy,romeo_juliet,"ROMEO.
I doubt it not, and all these woes shall serve
For sweet discourses in our time to come.",ROMEO woe discourse time,sweet,doubt serve come
tragedy,romeo_juliet,"JULIET.
O God! I have an ill-divining soul!
Methinks I see thee, now thou art so low,
As one dead in the bottom of a tomb.
Either my eyesight fails, or thou look’st pale.",juliet soul methink art bottom tomb thou pale,ill low dead eyesight,divine see fail
tragedy,romeo_juliet,"ROMEO.
And trust me, love, in my eye so do you.
Dry sorrow drinks our blood. Adieu, adieu.",ROMEO love eye sorrow blood,adieu adieu,trust drink
tragedy,romeo_juliet,"JULIET.
O Fortune, Fortune! All men call thee fickle,
If thou art fickle, what dost thou with him
That is renown’d for faith? Be fickle, Fortune;
For then, I hope thou wilt not keep him long
But send him back.",juliet man art fickle thou renown’d faith,fickle thou dost fickle,call hope keep send
tragedy,romeo_juliet,"LADY CAPULET.
Evermore weeping for your cousin’s death?
What, wilt thou wash him from his grave with tears?
And if thou couldst, thou couldst not make him live.
Therefore have done: some grief shows much of love,
But much of grief shows still some want of wit.",cousin death thou grave tear thou grief love grief show want wit,much much,weep wash make live do show
tragedy,romeo_juliet,"LADY CAPULET.
Well, girl, thou weep’st not so much for his death
As that the villain lives which slaughter’d him.",girl death,much villain,live slaughter’d
tragedy,romeo_juliet,"JULIET.
Villain and he be many miles asunder.
God pardon him. I do, with all my heart.
And yet no man like he doth grieve my heart.",mile heart man heart,many,be pardon grieve
tragedy,romeo_juliet,"LADY CAPULET.
We will have vengeance for it, fear thou not.
Then weep no more. I’ll send to one in Mantua,
Where that same banish’d runagate doth live,
Shall give him such an unaccustom’d dram
That he shall soon keep Tybalt company:
And then I hope thou wilt be satisfied.",vengeance banish’d doth live dram company,more same runagate unaccustom’d satisfied,fear weep send give keep hope
tragedy,romeo_juliet,"JULIET.
Indeed I never shall be satisfied
With Romeo till I behold him—dead—
Is my poor heart so for a kinsman vex’d.
Madam, if you could find out but a man
To bear a poison, I would temper it,
That Romeo should upon receipt thereof,
Soon sleep in quiet. O, how my heart abhors
To hear him nam’d, and cannot come to him,
To wreak the love I bore my cousin
Upon his body that hath slaughter’d him.",juliet heart kinsman man poison Romeo heart abhor love cousin body slaughter’d,satisfied poor quiet,behold find bear temper receipt sleep hear come wreak bear hath
tragedy,romeo_juliet,"LADY CAPULET.
Find thou the means, and I’ll find such a man.
But now I’ll tell thee joyful tidings, girl.",thou mean man tiding girl,joyful,find find tell
tragedy,romeo_juliet,"JULIET.
And joy comes well in such a needy time.
What are they, I beseech your ladyship?",juliet joy time ladyship,needy,come beseech
tragedy,romeo_juliet,"LADY CAPULET.
Well, well, thou hast a careful father, child;
One who to put thee from thy heaviness,
Hath sorted out a sudden day of joy,
That thou expects not, nor I look’d not for.",father child heaviness day joy thou,careful sudden,hast put sort expect look’d
tragedy,romeo_juliet,"LADY CAPULET.
Marry, my child, early next Thursday morn
The gallant, young, and noble gentleman,
The County Paris, at Saint Peter’s Church,
Shall happily make thee there a joyful bride.",child morn gallant gentleman bride,next young noble joyful,make
tragedy,romeo_juliet,"JULIET.
Now by Saint Peter’s Church, and Peter too,
He shall not make me there a joyful bride.
I wonder at this haste, that I must wed
Ere he that should be husband comes to woo.
I pray you tell my lord and father, madam,
I will not marry yet; and when I do, I swear
It shall be Romeo, whom you know I hate,
Rather than Paris. These are news indeed.",juliet bride haste husband woo lord Romeo news,joyful,make wonder come pray tell marry swear know hate
tragedy,romeo_juliet,"CAPULET.
When the sun sets, the air doth drizzle dew;
But for the sunset of my brother’s son
It rains downright.
How now? A conduit, girl? What, still in tears?
Evermore showering? In one little body
Thou counterfeits a bark, a sea, a wind.
For still thy eyes, which I may call the sea,
Do ebb and flow with tears; the bark thy body is,
Sailing in this salt flood, the winds, thy sighs,
Who raging with thy tears and they with them,
Without a sudden calm will overset
Thy tempest-tossed body. How now, wife?
Have you deliver’d to her our decree?",sun air doth sunset brother son conduit girl tear body bark sea wind eye sea ebb tear bark body salt flood wind sigh tear calm tempest body wife decree,little sudden,set rain shower counterfeit call flow sail rage overset toss
tragedy,romeo_juliet,"LADY CAPULET.
Ay, sir; but she will none, she gives you thanks.
I would the fool were married to her grave.",sir none thank fool grave,married,give
tragedy,romeo_juliet,"CAPULET.
Soft. Take me with you, take me with you, wife.
How, will she none? Doth she not give us thanks?
Is she not proud? Doth she not count her blest,
Unworthy as she is, that we have wrought
So worthy a gentleman to be her bridegroom?",wife none thank gentleman bridegroom,soft proud bl worthy,take take give count work
tragedy,romeo_juliet,"JULIET.
Not proud you have, but thankful that you have.
Proud can I never be of what I hate;
But thankful even for hate that is meant love.",juliet hate love,proud thankful,hate mean
tragedy,romeo_juliet,"CAPULET.
How now, how now, chopp’d logic? What is this?
Proud, and, I thank you, and I thank you not;
And yet not proud. Mistress minion you,
Thank me no thankings, nor proud me no prouds,
But fettle your fine joints ’gainst Thursday next
To go with Paris to Saint Peter’s Church,
Or I will drag thee on a hurdle thither.
Out, you green-sickness carrion! Out, you baggage!
You tallow-face!",logic mistress minion thanking proud joint hurdle thither sickness carrion baggage face,proud proud fine gainst green tallow,chopp’d thank thank thank fettle go drag
tragedy,romeo_juliet,"JULIET.
Good father, I beseech you on my knees,
Hear me with patience but to speak a word.",juliet father knee patience word,good,beseech hear speak
tragedy,romeo_juliet,"CAPULET.
Hang thee young baggage, disobedient wretch!
I tell thee what,—get thee to church a Thursday,
Or never after look me in the face.
Speak not, reply not, do not answer me.
My fingers itch. Wife, we scarce thought us blest
That God had lent us but this only child;
But now I see this one is one too much,
And that we have a curse in having her.
Out on her, hilding.",baggage thee face finger child one curse,thee young bl only,hang tell church look speak reply answer itch think lend see have hilde
tragedy,romeo_juliet,"CAPULET.
And why, my lady wisdom? Hold your tongue,
Good prudence; smatter with your gossips, go.",lady wisdom tongue prudence smatter gossip,good,hold go
tragedy,romeo_juliet,"CAPULET.
God’s bread, it makes me mad!
Day, night, hour, ride, time, work, play,
Alone, in company, still my care hath been
To have her match’d, and having now provided
A gentleman of noble parentage,
Of fair demesnes, youthful, and nobly allied,
Stuff’d, as they say, with honourable parts,
Proportion’d as one’s thought would wish a man,
And then to have a wretched puling fool,
A whining mammet, in her fortune’s tender,
To answer, ‘I’ll not wed, I cannot love,
I am too young, I pray you pardon me.’
But, and you will not wed, I’ll pardon you.
Graze where you will, you shall not house with me.
Look to’t, think on’t, I do not use to jest.
Thursday is near; lay hand on heart, advise.
And you be mine, I’ll give you to my friend;
And you be not, hang, beg, starve, die in the streets,
For by my soul, I’ll ne’er acknowledge thee,
Nor what is mine shall never do thee good.
Trust to’t, bethink you, I’ll not be forsworn.",bread night hour ride time work company care hath match’d gentleman parentage demesne part proportion’d thought man puling fool mammet fortune tender to’t on’t jest hand heart advise mine friend street soul ne’er,mad noble fair youthful honourable wretched young near starve good,make play be have provide ally say wish whine answer love pray pardon pardon house look think use lay be give be hang die acknowledge bethink forswear
